0,-0.204590,24,357.868652
0,-0.123535,14,357.780762
1,6389816190,1445792,31249120,638998002,7117607,0,357
0,0.096191,26,357.780762
0,0.089355,12,357.714844
1,6389816374,1445792,31249309,638997838,7117683,1,357
0,0.132324,14,357.824707
0,0.124512,12,357.736816
1,6389816037,1445792,31248919,638997684,7117516,2,357
0,-0.035156,17,357.802734
0,-0.127441,14,357.824707
1,6389816169,1445792,31249055,638998069,7117581,3,357
0,-0.089355,9,357.824707
0,-0.146973,13,357.868652
1,6389816288,1445792,31249142,638997979,7117615,4,357
0,-0.196777,24,357.802734
0,0.046875,10,357.824707
1,6389816377,1445792,31249222,638997906,7117648,5,357
0,0.186035,22,357.780762
0,-0.224121,20,357.824707
1,6389815935,1445792,31248754,638997880,7117450,6,357
0,-0.150879,11,357.780762
0,-0.144043,21,357.868652
1,6389815895,1445792,31248654,638997958,7117410,7,357
0,-0.140137,19,357.802734
0,-0.096191,3,357.758789
1,6389816369,1445792,31249127,638997995,7117609,8,357
0,-0.015625,19,357.824707
0,-0.019531,8,357.802734
1,6389816260,1445792,31248992,638998169,7117556,9,357
0,0.000000,13,357.846680
0,-0.147949,15,357.802734
1,6389816161,1445792,31248850,638997782,7117488,10,357
0,-0.190918,10,357.868652
0,-0.023438,17,357.714844
1,6389816040,1445792,31248712,638997940,7117433,11,357
0,-0.146973,19,357.868652
0,0.072754,21,357.758789
1,6389816381,1445792,31249018,638998151,7117566,12,357
0,-0.103027,3,357.758789
0,-0.042969,26,357.824707
1,6389816166,1445792,31248736,638997894,7117443,13,357
0,0.111816,8,357.802734
0,-0.076660,9,357.824707
1,6389815904,1445792,31248479,638998181,7117340,14,357
0,-0.131348,14,357.714844
0,-0.096191,24,357.802734
1,6389816106,1445792,31248629,638998016,7117400,15,357
0,0.035156,19,357.846680
0,-0.181152,27,357.802734
1,6389816264,1445792,31248777,638997897,7117459,16,357
0,-0.003906,11,357.868652
0,-0.011719,16,357.824707
1,6389816377,1445792,31248851,638997811,7117489,17,357
0,-0.073730,15,357.802734
0,-0.077637,5,357.868652
1,6389815919,1445792,31248343,638997788,7117274,18,357
0,-0.181152,22,357.868652
0,-0.212402,18,357.758789
1,6389815931,1445792,31248334,638997819,7117272,19,357
0,0.000000,7,357.824707
0,-0.081543,24,357.824707
1,6389815902,1445792,31248261,638997897,7117242,20,357
0,-0.011719,7,357.824707
0,-0.212402,20,357.802734
1,6389816342,1445792,31248657,638998002,7117411,21,357
0,-0.155762,10,357.824707
0,-0.042969,17,357.846680
1,6389816095,1445792,31248411,638997771,7117303,22,357
0,-0.177246,13,357.824707
0,0.007812,16,357.802734
1,6389815928,1445792,31248147,638997985,7117195,23,357
0,-0.256348,8,357.780762
0,-0.141113,9,357.802734
1,6389816219,1445792,31248466,638998237,7117335,24,357
0,-0.023438,19,357.802734
0,-0.027344,18,357.824707
1,6389815944,1445792,31248154,638998025,7117200,25,357
0,0.069824,5,357.824707
0,0.000000,12,357.758789
1,6389816037,1445792,31248208,638997967,7117221,26,357
0,-0.121582,9,357.802734
0,0.072754,9,357.802734
1,6389816094,1445792,31248231,638997936,7117230,27,357
0,-0.222168,0,357.912598
0,-0.043945,9,357.780762
1,6389816230,1445792,31248339,638997846,7117273,28,357
0,-0.190918,16,357.846680
